Artist,Title,Album,Date,Lyric,Year
Ariana Grande,7 rings (live)​,​k bye for now (swt live),2019-12-23,thank you do you mind if we change our costumes real fast we got these cute little custom jackets it's cute alright what does this even say it says it says i want it i got it huh this sounds familiar huh dublin does that sound familiar do y'all know this song alright well we're gonna need y'all to sing it as loud as you can are you ready let's go   breakfast at tiffany's and bottles of bubbles girls with tattoos who like getting in trouble lashes and diamonds atm machines buy myself all of my favorite things yeah been through some bad shit i should be a sad bitch who woulda thought it'd turn me to a savage rather be tied up with calls and not strings sing write what i sing yeah yuh  pre my wrist stop watchin' my neck is flossy make big deposits my gloss is poppin' you like my hair gee thanks just bought it i see it i like it i want it i got it sing   i want it i got it i want it i got it i want it i got it i want it i got it woo woo woo woo you like my hair gee thanks just bought it i see it i want yep   wearing a ring but ain't gon' be no mrs bought matching diamonds for six of my bitches i'd rather spoil all my friends with my riches think retail therapy my new addiction whoever said money can't solve your problems what must not have had enough money to solve 'em they say which one i say nah i want all of 'em happiness is the same price as redbottom just kidding  pre my smile is beamin' my skin is gleamin' the way it shine i know you've seen it you've seen it i bought a crib just for just for the closet the closet both his and hers i want it i got it sing   i want it i got it i want it i got it oh yeah yeah yeah yeah i want it i got it i want it i got it ooh yeah yeah you like my hair gee thanks just bought it i see it baby yeah   yeah my receipts be lookin' like phone numbers if it ain't money then wrong number black card is my business card the way it be settin' the tone for me i don't mean to brag but i be like put it in the bag yeah when you see them racks they stacked up shoot go from the store to the booth make it all back in one loop gimme the loot never mind i got the juice nothing but net when we shoot look at my neck look at my jet ain't got enough money to pay me respect ain't no budget when i'm on the set let's go   i want it i got it i want it i got it oh yeah yeah i want it i got it i want it i got it ooh yeah yeah you like my hair gee thanks just bought it i see it baby i want yep,2019
Ariana Grande,"​thank u, next (live)",​k bye for now (swt live),2019-12-23,video sample no matter what i'm wearing i will always be indiaarie when i look in the mirror and the only one there is me every freckle on my face is where it's supposed to be yeah and i know my creator didn't make no mistakes on me mmm my feet my thighs my lips my eyes i'm loving what i see hey oh woah baby   aaron simon gross  ariana grande hi my name is kathy najimy and this album is for sophisticated consumers of art three and a half hours what i was going to say is goodbye for now the show's over bye   thought i'd end up with sean but he wasn't a match wrote some songs about ricky now i listen and laugh even almost got married and for pete i'm so thankful wish i could say thank you to malcolm 'cause he was an angel  pre one taught me love one taught me patience and one taught me pain now i'm so amazing say loved and i've lost but that's not what i see look what i got look what you taught me and for that i say   thank you next next thank you next next thank you next i'm so fuckin' grateful for my ex thank you next next thank you next next thank you next i'm so fuckin'   spend more time with my friends i ain't worried 'bout nothin' plus i met someone else we havin' better discussions i know they say i move on too fast but this one gon' last 'cause her name is ari and i'm so good with that so good with that  pre she taught me love love she taught me patience patience how she handles pain pain that shit's amazing yeah she's amazing said loved and i've lost yeah yeah but that's not what i see yeah yeah look what i've found yeah yeah no need for searching and for that i say   thank you next thank you next thank you next thank you next thank you next sing i'm so fuckin' grateful for my ex thank you next said thank you next thank you next said thank you next thank you next yee i'm so fuckin' grateful for my ex  post here we go thank you next thank you next i'm so fuckin'   one day i'll walk down the aisle holding hands with my mama i wanna shout my mom and dad who are both here tonight everybody make some noise for my mom and dad gon' make that shit last god forbid something happens least this song is a smash song is a smash  pre i've got so much love love got so much patience patience i've learned from the pain hey yeah i turned out amazing turned out amazing say i've loved and i've lost i've lost but that's not what i see look what i've found yeah yeah no need for searching let's go   thank you next thank you next thank you next thank you next thank you next i'm so fuckin' grateful for my ex thank you next thank you next thank you next said thank you next thank you next i'm so fuckin' grateful for my ex  post thank you next thank you next thank you next yeah yee thank you next thank you next thank you next yeah yee  spoken new york i love you thank you so much have a good night i love you i'll see y'all tomorrow peace   thank you next thank you next thank you next thank you next thank you next thank you next thank you next thank you next thank you next thank you next thank you next thank you next thank you next thank you next thank you next yeah,2019
Ariana Grande,Love The Way You Lie,,2010-12-11,on the first page of our story the future seemed so bright then this thing turned out so evil don't know why i'm still surprised even angels have their wicked schemes and you take that to new extremes but you'll always be my hero even though you've lost your mind   just gonna stand there and watch me burn but that's all right because i like the way it hurts just gonna stand there and hear me cry but that's all right because i love the way you lie i love the way you lie oh i love the way you lie ohh yeah   now there's gravel in our voices glass is shattered from the fight in this tug of war you'll always win even when i'm right cause you feed me fables from your hands with violent words and empty threats and it's sick that all these battles are what keeps me satisfied   just gonna stand there and watch me burn but that's all right because i like the way it hurts just gonna stand there and hear me cry but that's all right because i love the way you lie i love the way you lie oh i love the way you lie   so maybe i'm a masochist i try to run but i don't wanna ever leave till these walls are going up in smoke with all our memories   just gonna stand there and watch me burn but that's all right because i like the way it hurts just gonna stand there and hear me cry but that's all right because i love the way you lie i love the way you lie oh i love the way you lie,2010
Ariana Grande,"​imagine / My Favorite Things / 7 rings / thank u, next (Live at the 62nd Grammy Awards)",,2020-01-26,part  imagine  step up the two of us nobody knows us get in the car like skrrt staying up all night order me pad thai then we gon' sleep til noon so me with no makeup you in the bathtub bubbles and bubbly ooh ooh this is a pleasure feel like we never act this regular  pre click click click and post dripdripdripped in gold quick quick quick let's go kiss me and take off your clothes   imagine a world like that imagine a world like that we go like up 'til im 'sleep on your chest love how my face fits so good in your neck why can't you imagine a world like that imagine a world  part  my favorite things  raindrops on roses and whiskers on kittens bright copper kettles and warm woolen mittens brown paper packages tied up with strings these are a few of my favorite things   when the dog bites when the bee stings when i'm feeling sad i simply remember my favorite things and then i don't feel soohohooh  part  7 rings   damdum damdum yeah ahah laughter ohwoahohohyeahey yeah   breakfast at tiffany's and bottles of bubbles hmm girls with tattoos who like getting in trouble ohoh lashes and diamonds atm machines hmm buy myself all of my favorite things yeah been through some bad shit i should be a sad bitch who woulda thought it'd turn me to a savage ahah rather be tied up with calls and not strings write my own checks like i write what i sing yeah  pre my wrist stop watchin' my neck is flossy make big deposits my gloss is poppin you like my hair gee thanks just bought it i see it i like it i want it i got it yeah   i want it i got it i want it i got it i want it i got it i want it i got it you like my hair gee thanks just bought it i see it i like it i want it i got it yep   wearing a ring but aint gon' be no mrs gon be no mrs bought matching diamonds for six of my bitches oh yeah i'd rather spoil all my friends with my riches riches think retail therapy my new addiction whoever said money can't solve your problems must not have had enough money to solve 'em they say which one i say nah i want all of em happiness is the same price as redbottoms yeaheh  pre my smile is beamin' my skin is gleamin' the way it shine i know you've seen it i bought a crib just for the closet both his and hers i want it i got it yeah   i want it i got it i want it i got it i want it i got it i want it i got it you like my hair gee thanks just bought it i see it i like it i want it i got it   so gen' my receipts be lookin' like phone numbers if it ain't money then wrong number black card is my business card the way it be settin' the tone for me i don't mean to brag but i be like put it in the bag yeah when you see them racks they stacked up like my ass yeah shoot go from the store to the booth make it all back in one loop gimme the loot never mind i got the juice nothing but net when we shoot look at my neck look at my jet ain't got enough money to pay me respect ain't no budget when i'm on the set if i like it then that's what i get   i want it i got it i want it i got it i want it i got it i want it i got it you like my hair gee thanks just bought it i see it i like it i want baby  part 4 thank u next   one day i'll walk down the aisle holding hands with my momma i'll be thanking my dad 'cause he's really awesome only wanna do it once real bad gon' make that last god forbid something happens least this song is a smash song is a smash  pre i've got so much love got so much patience i've learned from the pain pain i turned out amazing turned out amazing say i've loved and i've lost yeah yeah but that's not what i see yeah yeah 'cause look what i've found yeah yeah ain't no need for searching and for that i say babe   thank you next next thank you next said thank you next thank you next i'm so fuckin' grateful for my ex thank you next thank you next thank you next said thank you next thank you next yee i'm so fuckin' grateful for my ex   thank you next thank you next thank you next yeah thank you next thank you next thank you next yeah,2020
Ariana Grande,Leave Me Lonely (Reprise),Ariana Grande,2017-02-03,there's a dangerous love boy you're no good for me darling yeah you turn me away like i'm begging for a dollar danger baby oh how you hold me i get a chill inside and nothing frightens me darlin'   danger danger dangerous darlin' danger danger dangerous boy danger danger dangerous darlin' he's a dangerous boy   nanananana nanananana baby nanananana nananananananana nanananana baby nanananana baby nanananana nanana he's a dangerous boy,2017
Ariana Grande,I Won’t Say (I’m in Love),The Disney Family Singalong,2020-04-16,if there's a prize for rotten judgement i guess i've already won that no man is worth the aggravation that's ancient history been there done that  who'd you think you're kiddin' he's the earth and heaven to ya try to keep it hidden honey we can see right through ya oh nooo girl you can't conceal it we know how you feel and who you're thinking of    no chance no way i won't say it no no you swoon you sigh why deny it uhoh it's too cliché i won't say i'm in love   i thought my heart had learned its lesson it feels so good when you start out my head is screaming get a grip girl unless you're dying to cry your heart out  pre ohhh you keep on denying who you are and how you're feeling baby we're not buying hon we saw you hit the ceiling oh no face it like a grownup when you gonna own up that you got got got it bad    no chance no way i won't say it no no give up give in check the grin you're in love this scene won't play i won't say i'm in love you're doin' flips read our lips you're in love   you're way off base i won't say it get off my case i won't say it girl don't be proud it's okay you're in love   ohhh at least out loud i won't say i'm in love shoo do shoo do shoo do shoo do shalalala la la ahh,2020
Ariana Grande,La Vie En Rose,Unreleased Songs,None,said you would show me some things i just wanna get get get get get with you with you   la vie en rose i wanna live la vie en rose on i just live to make you smile la vie en rose oh la vie en rose i wanna live la vie en rose oh i just live to make you smile la vie en rose   love i wanna live out this crush oh love i wanna live i wanna live love i wanna live out my days with you with you oh love i wanna drink some champagne oh love i wanna drink some champagne love i just wanna drink pink champagne with you with you with you   la vie en rose i wanna live la vie en rose oh i just live to make you smile la vie en rose oh la vie en rose i wanna live la vie en rose oh i just live you make you smile la vie en rose,None
Ariana Grande,​break your heart right back (live),​k bye for now (swt live),2019-12-23,ariana grande shoulda saw it coming i shoulda saw the signs said but i wanted to believe you trust you you said you wouldn't lie but baby you were so good so good had me going blind you said he was your best friend i'm guessing i wasn't your type yeah  pre ariana grande what goes around comes around sing goes up it comes down i know you're mad 'cause i found out want you to feel what i feel right now   ariana grande now that its over let's go i just wanna break your heart right back right back listen fuck outta here jorza want you to cry me a river i just want to break your heart right back yeah all this time i was blind running 'round telling everybody my baby loves me my baby loves me my baby my baby ooh   childish gambino  ariana grande both listen you got a man but your man ain't loyal don't understand how to spell it out for you yes i'm a g from the a and they ask why why sorry had to tell you i'm a nice guy oh he's gay nah i'm a slick guy money too much i step on stage and girls move too much yeah keep the flow so gross my nickname school lunch and he with them other guys and you know it's true 'cause okay gambino i'm coming i know they hate but i dont know why uh i know the way he did you was whack but i know how you can get dude right back and get with me   ariana grande said now that it's over i just wanna break break break your heart babe right back baby i just want to break your heart right back yeah all this time i was blind telling everybody my baby loves me my baby loves me my baby ooh   diana ross i'm coming out i'm coming,2019
Ariana Grande,Problem (Spanglish Version),My Everything,2014-08-25,ariana grande iggy azalea j balvin it's iggy iggs soy j balvin man one less one less problem   ariana grande hey baby even though i hate ya i wanna love ya i want you and even though i can't forgive ya i really want to i want you tell me tell me baby why can't you leave me 'cause even though i shouldn't want it i gotta have it i want you  pre ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got   big sean j balvin  ariana grande one less problem without ya ahora estoy mejor sin ti sí i got one less problem without ya i got one less one less problem one less problem without ya ahora estoy mejor sin ti sí i got one less problem without ya i got one less one less problem   ariana grande i know you're never gonna wake up i gotta give up but it's you i know i shouldn't ever call back or let you come back but it's you every time you touch me and say you love me i get a little bit breathless i shouldn't want it but it's you  pre ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got   big sean j balvin  ariana grande one less problem without ya ahora estoy mejor sin ti sí i got one less problem without ya i got one less one less problem one less problem without ya ahora estoy mejor sin ti sí ooh babe i got one less problem without ya ooh woah i got one less one less problem   iggy azalea  j balvin okay it's iggy iggs la familia uh leggo ha soy j balvin man uhhuh sí sí el periódico de ayer el que desechaste eh y ahora vienes a rogarme qué iggy iggy too biggie to be here stressin' i'm thinkin' i love the thought of you more than i love your presence and the best thing now is probably for you to exit i let you go let you back i finally learned my lesson recuerdas cómo de mi tu te reías ahora me buscas en la calle todo el día recuerdas cómo a mí me maldecías y ahora viajo en jet privado con las mías   ariana grande one less one less problem one less one less problem  pre ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got   big sean j balvin ariana grande  iggy azalea one less problem without ya hey ahora estoy mejor sin ti sí no babe i got one less problem without ya ooh i got one less one less problem ooh baby one less problem without ya yeah i got i got one less problem without ya woo hey i got one less problem without ya i got one less one less problem problem baby one less problem without ya hey i got one less problem without ya without you i got one less problem without ya i got one less one less yeah i got one less one less problem   j balvin the business la familia leggo,2014
Ariana Grande,ABC,,2009-06-25,abuhbuhbuhbuhbuh abuhbuhbuhbuhbuh   you went to school to learn boy things you never never knew before mmmhmm like i before e except after c and why two plus two makes four now now now i'm gonna teach you all about love boy sit yourself down take a seat all you gotta do is repeat after me   a b c easy as    or simple as doremi a b c    baby you and me boy a b c easy as    or simple as doremi a b c    baby you and me boy   reading writing arithmetic are the branches of the learning tree but without the roots of love every day boy your education ain't complete teteteteacher's gonna show you how to get an a how to get an a spell me and you and add the two listen to me baby that's all you gotta do   a b c easy as    or simple as doremi a b c    baby you and me boy a b c easy as    or simple as doremi a b c    that's how easy love can be that's how easy love can be sing a simple melody    baby you and me  interlude c'mon c'mon c'mon c'mon boy   shake it shake it baby shake it shake it baby shake it shake it baby    baby a b c baby doremi baby that's how easy love can be   a b c easy as    or simple as doremi a b c    baby you and me boy   lemme teach how to sing it out c'mon c'mon c'mon lemme show you what it's all about   a b c easy as    or simple as doremi a b c    baby you and me boy a b c easy as    or simple as doremi a b c    baby you and me boy   a b c    a b c    baby you and me,2009
Ariana Grande,Stick Around,Unreleased Songs,2009-01-13,graham there you come with your big brown eyes and i'm so sure you got me mesmerized so sure i'm just about to fall for you but you don't even try and catch me so i  ariana i pick myself up i pick myself up boy you might be falling but i think i better not my heart's still mine i'm gonna take my time but  both don't leave cause there's something about me and you  you gotta stick around stick around around oh you gotta hang 'round if you wanna find out if it's love baby real love love baby we've found you gotta stick around  graham any other guy would fall at your feet they think i'm crazy but they're nothing like me i've always been the kind to think things out and i'm kinda wondering what you're all about so i  ariana i make my mind up i make my mind up but boy you gotta know that i'm not in a rush i'm a fun girl not a dumb girl so wait a minute  both till i got you all figured out  you gotta stick around stick around around oh you gotta hang 'round if you wanna find out if it's love baby real love love baby we've found you gotta stick around  take a look take a breath take a chance on everything i've said take your heart and take your time and maybe one day you'll be mine ohh maybe one day you'll be mine woah yeah  you gotta stick around stick around round oh you gotta hang round' if you wanna find out if it's love baby real love love baby we've found stick around stick around round oh you gotta hand 'round if you wanna find out if it's love baby real love love baby we've found you gotta stick around  there you come with your big brown eyes and i'm so sure you've got me mesmerized stick around,2009
Ariana Grande,The Christmas Song (Chestnuts Roasting On An Open Fire),,2011-12-23,ariana elizabeth chestnuts roasting on an open fire jack frost nipping at your nose yuletide carols being sung by a choir and folks dressed up like eskimos everybody knows a turkey and some mistletoe help to make the season bright tiny tots with their eyes all aglow will find it hard to sleep tonight   ariana elizabeth both they know that santa's on his way he's loaded lots of toys and goodies on his sleigh and every mother's child is going to spy to see if reindeer really know how to flyy and so i'm offering this simple phraayayase to kids from one to ninetytwo although it's been said many times many ways merry christmas to you  refrain ariana elizabeth both and so i'm offering this simple phrase to kids from one to ninetytwo although its been said many times many ways merry christmas merry christmas merry christmas to you,2011
Ariana Grande,​you,Unreleased Songs,2018-10-17,lyrics for this song have yet to be released please check back once the song has been released,2018
Ariana Grande,I Have Nothing,Women of Soul: In Performance at the White House,2014-04-07,mmm i mmm   share my life take me for what i am cause i'll never change my colors for you take my love i'll never ask for too much just all that you are and everything that you do  pre i don't really need to look very much further i don't want to have to go where you don't follow i will hold it back again this passion inside i can't run from myself there's nowhere to hide   don't make me close one more door i don't want to hurt anymore stay in my arms if you dare or must i imagine you there don't walk away from me i have nothing nothing nothing if i don't have you you you you   you see through right to the heart of me you break down my walls with the strength of your love mmm i never knew love like i've known it with you will a memory survive one i can hold on to  pre i don't really need to look very much further i don't want to have to go where you don't follow i will hold it back again this passion inside i can't run from myself there's nowhere to hide  your love i'll remember forever   don't make me close one more door i don't want to hurt anymore stay in my arms if you dare or must i imagine you there don't walk away from me i have nothing nothing nothing  don't make me close one more door i don't want to hurt anymore stay in my arms if you dare or must i imagine you there don't walk away from me no don't walk away from me don't you dare walk away from me i have nothing nothing nothing if i don't have you you if i don't have you baby ohhh ooo,2014
Ariana Grande,"Oh, Darling",Unreleased Songs,None,lyrics from snippet  snippet  oh darlin' ive been working too much ive been thinking bout your touch tturn it on and hit me up and i want ya  snippet  oh darlin' i've been in and out of town i've been missin' you around won't you come and see me now oh darlin' i've been missing  snippet  wanna kiss you miss you gotta keep up,None
Ariana Grande,I’ve Heard It Both Ways,Unreleased Songs,None,lyrics will be available upon release stay tuned,None
Ariana Grande,​side to side (live),​k bye for now (swt live),2019-12-23,ariana grande  nicki minaj copenhagen are y'all ready to sing ive been here all night ariana i've been here all day nicki minaj sing side to side yeah let them hoes know   ariana grande i'm talkin to ya see you standing over there with your body feeling like i wanna rock with your body and we don't gotta think 'bout nothing 'bout nothin' i'm comin' at ya 'cause i know you got a bad reputation doesnt matter cause you give me temptation and we don't gotta think bout nothin' babe yuh 'bout nothin'  pre ariana grande these friends keep talkin way too much say i should give you up can't hear them no 'cause i   ariana grande i've been here all night i've been here all day and boy got me walkin' side to side yeah i've been here all night i've been here all day baby and boy got me walkin' side to side   ariana grande been tryna hide it baby what's it gonna hurt if they don't know makin' everybody think that we  just as long as you know you got me you got me and boy i got ya baby 'cause tonight i'm making deals with the devil and i know it's gonna get me in trouble babe as long as you know you got me yeah sing  pre ariana grande these friends yee yee keep talkin' way too much way too much say i should give you up give you up can't hear them no 'cause i let's go sing   ariana grande i've been here all night i've been here all day and boy got me walkin' side to side it's hot as balls dublin yeah i've been here all night been here all night baby i've been here all day been here all day ooh baby yeah and boy woo got me walkin' side to side side to side  refrain ariana grande  nicki minaj uh yeah this the new style with the fresh type of flow wrist icicle ride dick bicycle come through yo get you this type of blow if y'all know these words let's rap let's go come on   ariana grande  nicki minaj nicki minaj so all these bitches' flows is my minime body smoking so they call me young nicki chimney rappers in they feelings 'cause they feelin' me what i give zero  and i got zero chill in me kissing me copped the blue box that say tiffany curry with the shot just tell 'em to call me stephanie shee gun pop then i make my gum pop i'm the queen of rap young ariana run pop uh sheesh  pre ariana grande these friends keep talkin' way too much say i should give you up can't hear them no 'cause i've   ariana grande been here all night been here all night baby i've been here all day baby yes been here all night baby and boy woo got me walkin' side to side side to side i've been here all night been here all night baby i've been here all day been here all day ooh baby and boy woo got me walkin' side to side side to side yeah yeah yeah   ariana grande i wanna hear y'all make some noise for the sweetener world tour dancers give it up let me duce y'all this is taya come on let's go nekai yee look at that darrion woo fuck it up mao let's go,2019
Ariana Grande,Sweetener World Tour Dates,Ariana Grande,None,north america leg onemarch march 8 09 albany new york march 0 09 boston massachusetts march  09 buffalo new york march 5 09 washington dc march 6 09 philadelphia pennsylvania march 8 09 cleveland ohio march 0 09 uncasville connecticut  april april  09 montreal quebec canada april  09 toronto ontario canada april 5 09 detroit michigan april 4   09 indio california coachella april 5 09 edmonton alberta canada april 7 09 vancouver british columbia canada april 0 09 portland oregon  may may  09 san jose california may  09 sacramento california may 67 09 los angeles california may 0 09 inglewood california may  09 las vegas nevada may 4 09 phoenix arizona may 7 09 san antonio texas may 9 09 houston texas may  09 dallas texas may  09 oklahoma city oklahoma may 5 09 new orleans louisiana may  09 miami florida  june june  09 miami florida june 45 09 chicago illnois june 7 09 nashville tennessee june 8 09 atlanta georgia june 0 09 charlotte north carolina june  09 pittsburgh pennsylvania june 45 09 brooklyn new york june 89 09 new york city new york june  09 washington dc june  09 boston massachusetts june 4 09 philadelphia pennsylvania june 6 09 toronto ontario canada june 9 09 indianapolis indiana  july july  09 columbus ohio july 5 09 milwaukee wisconsin july 6 09 st louis missouri july 8 09 saint paul minnesota july  09 denver colorado july  09 salt lake city utah  august august 4 09 chicago illnois lollapalooza europeaugust august 70 09 london england august 4 amsterdam netherlands august 5 09 manchester england manchester pride august 78 09 paris france august 0 09 antwerp belgium  september september  09 cologne germany september  09 vienna austria september 4 09 prague czech republic september  09 amsterdam netherlands september 45 09 birmingham england september 7 09 glasgow scotland september 9 09 sheffield england september 5 09 dublin ireland september 8 09 hamburg germany  october october  09 copenhagen denmark october  09 oslo norway october 5 09 helsinki finland october 7 09 stockholm sweden october 9 09 hamburg germany october 0 09 berlin germany october  09 zürich switzerland october 56 09 london england north america leg twonovember november 9 09 uniondale new york november  09 brooklyn new york november 5 09 charlottesville virginia november 9 09 atlanta georgia november  09 raleigh north carolina november 4 09 tampa florida november 5 09 orlando florida november 7 09 miami florida  december december  09 jacksonville florida december  09 columbia south carolina december 5 09 nashville tennessee december 7 09 memphis tennessee december 9 09 dallas texas december  09 phoenix arizona december  09 anaheim california december 5 09 las vegas nevada december 78 09 san francisco california december  09 inglewood california,None
Ariana Grande,Suitcase,Unreleased Songs,2010-01-09,i was there in the rain crying again you said that you changed but you're just the same  now don't make it worse by trying to lie i saw you kiss her with my own eyes  don't worry i'm not angry i'm way past that already these are the last tears you'll see so don't you don't you worry about me  i know what to do boy to get over you i'm gonna send you away but i'm not ready so just get out of my face stop standing in my way i'm going out to say what i'm ready  i'm gonna get out my suitcase and get out of this place and i'm going somewhere and get you out of my hair i'm gonna have fun baby be so gone  and when i get back you know you better be gone boy you know you better be gone you better be gone  boy don't look so confused remember the truth now when i met you you had nothing at all i guess with true love what mine is your's and maybe it was but it's not anymore  don't worry i'm not angry i'm way past that already these are the last tears you'll see so don't you don't you worry about me  i know what to do boy to get over you i'm gonna send you away but i'm not ready so just get out of my face stop standing in my way i'm going out to say what i'm ready  i'm gonna get out my suitcase and get out of this place and i'm going somewhere and get you out of my hair i'm gonna have fun baby be so gone  and when i get back you know you better be gone you better be gone  so we believed the one that loved would have to hurt and lie so we don't make the same mistakes the problem isn't mine  i know what to do boy to get over you i'm gonna send you away but i'm not ready so just get out of my face stop standing in my way i'm going out to say what i'm ready  i'm gonna get out my suitcase and get out of this place and i'm going somewhere and get you out of my hair i'm gonna have fun baby be so gone  and when i get back you know you better be gone you better be gone you better be gone you better be gone,2010
Ariana Grande,Unreleased Songs [Discography List],Unreleased Songs,None,note an asterisk  next to a song title denotes that the song title has not been officially confirmed aaint about what you got bbaby loves  be alright demo boyfriend material cddo you love me don't be gone too long eesta noche fghhigher ii don't want to be alone for christmas in the moment in your hands i've heard it both ways jjada klla vie en rose let it rain mmy way nnew york live nobody does it better not afraid of love ooh darlin' ppink champagne qrremember ridiculous rollercoaster ssober stick around suitcase started tthe light is coming demo the bitch is mine this one's for you demo uvwxyyou you're my only shawty z,None
Ariana Grande,Santa Tell Me (Dirty Version),,None,santa tell me if you're really there dont make me fall in love again if he won't be here next year santa tell me if he really cares 'cause i cant give it all away if he won't be here next year   feeling christmas all around and i'm trying to play it cool but it's hard to focus when i see him walking 'cross the room let it snow is blasting out but i won't get in the mood i'm avoiding every mistletoe until i know it's  pre true love that he thinks of so next christmas im not all alone boy   santa tell me if youre really there don't make me fall in love again if he wont be here next year santa tell me if he really cares 'cause i can't give it all away if he won't be here next year   ive been down this road before fell in love on christmas night but on new years day i woke up and he wasn't by my side now i need someone to hold be my fire in the cold but it's hard to tell if this is just a fling or if it's true love  pre true love that he thinks of so next christmas i'm not all alone boy   santa tell me if you're really there don't make me fall in love again if he won't be here next year santa tell me if he really cares 'cause i can't give it all away if he won't be here next year   oh i wanna let him unwrap me like ohwoooh get on top of him by that fireplace ohwoooh but i don't want a new broken heart this year i've got to be smart oh baby santa tell me santa tell me if he will be if he will be here santa tell me santa tell me oh woah   santa tell me santa tell me if you're really there 'cause i really care don't make me fall in love again if he won't be here next year santa tell me tell me if he really cares tell me boy 'cause i can't give it all away if he won't be here next year   santa tell me tell me if you're really there santa baby don't make me fall in love again if he won't be here next year if he won't be if he won't be here santa tell me tell me if he really cares do you care 'cause i can't give it all away if he won't be here next year,None
Ariana Grande,​hopeless romantic*,Unreleased Songs,None,i thought that i was a hopeless romantic i thought that i was a hopeless romantic i really thought that i'd be like my grandparents i thought that i was a hopeless romantic,None
Ariana Grande,​the light is coming (Demo),Unreleased Songs,2020-01-05,nicki minaj yo i was the baddest bitch that you ever had edition limited the barbie is never mad i was the baddest bitch you that ever had my sons get your dad 'cause he gon' suffer bad   nicki minaj ayo trophy wife out you won me until you had to find out it's one me nonow you benched aww your bum knee now i'm the bad guy call me chunli ooh 'cause you was slippin' yep you clumsy and everything i peeped can't just unsee sips tea and it's unsweet rerespect bad gyal when mi done speak now now now he shooting his shot like driveby whywhywhy you had to make me go call up my side guy cacacan't let a fboy eff up my nice vibes yo ariana come let me give you a high five   ariana grande the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead   ariana grande what did she say what did he say you don't listen 'cause you know everything you don't even need dreams tellin' everybody stay woke don't sleep  refrain ariana grande ah gonna break that shit down you don't wait tell 'em wait another round ah guess you're way above it now and that's your way to love it now  pre ariana grande how can they tell you shit that you've been through they are so confused who cares about their rationale if it ain't your view that's the bottom line knowitall knowitall give you a box of chances every time you blow it all blow it all as if it were shade you would just throw it all throw it all it's like you're trying not to glow at all glow at all knowitall knowitall   ariana grande the light is coming to give back everything the darkness stole stole stststole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole stole stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole stole stststole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole stole stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead   ariana grande why do we have chemistry ay yeah with a need for speed ay yeah doin' things that trouble clings ay yeah to and burns off our wings  refrain ariana grande ah gonna break that shit down ay yeah you don't wait tell 'em wait another round ay yeah ah guess you're way above it now ay yeah and that's your way to love it now  pre ariana grande how can they tell you shit that you've been through they are so confused who cares about their rationale if it ain't your view that's the bottom line you wouldn't let anybody speak and instead knowitall knowitall give you a box of chances every time you blow it all blow it all as if it were shade you would just throw it all throw it all it's like you're trying not to glow at all glow at all knowitall knowitall   ariana grande the light is coming to give back everything the darkness stole stole stststole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole stole stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole stole stststole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and inst,2020
Ariana Grande,Have Yourself A Merry Little Christmas,,2010-11-26,oh yeah have yourself a merry little christmas let your heart be light from now on your troubles will be out of sight mmm oh yeah   have yourself a merry little christmas make the yuletide gay from now on our troubles will be miles away oh   here we are as in olden days happy golden days of yores faithful friends who are dear to us gather near to us once more ooh   through the years we all will be together if the fates allow until then we'll have to muddle through somehow and have yourself a merry little christmas now,2010
Ariana Grande,Let It Rain,Unreleased Songs,2008-12-07,what it will be it will be i let it rain why was your whole life fulfilled  ah oh ah oh well i think it's getting dark out baby no thanks i don't need your yellow umbrella ever right now ah oh ah oh well you better get in the car could you move on i can't wait for the skies to open up its heart  and let it rain let the sun shine down on me i let it rain because you gotta deal with it anyway i let it rain what it will be it will be i let it rain why was your life so fulfilled  i let it rain imma let it rain yeah let the sun shine down on me i let it rain because you gotta deal with it anyway i let it rain i let it rain what it will be it will be i let it rain oh let it rain why was your whole life fulfilled,2008
